Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2023-04-11,PAA,$-7025.25," "," "," ",538.0,$-7025.25,$-13.06,"=stockhistory(B2,A2,,0,0,1)",538.0," ",$-13.06
2023-04-18,PAA,$-2894.88,$-6.83," "," ",760.0,$-9926.96,$-13.06,"=stockhistory(B3,A3,,0,0,1)",222.0," ",$-13.04
2023-05-01,PAA," ",$-17.92," "," ",760.0,$-9944.88,$-13.09,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2023-05-15,PAA," ",$-19.34," "," ",760.0,$-9964.22,$-13.11,"=stockhistory(B5,A5,,0,0,1)"," "," "," "
2023-06-01,PAA," ",$-23.53," "," ",760.0,$-9987.75,$-13.14,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2023-06-12,PAA,$-3211.20,$-15.26," "," ",1000.0,$-13214.21,$-13.21,"=stockhistory(B7,A7,,0,0,1)",240.0," ",$-13.38
2023-07-01,PAA," ",$-34.87," "," ",1000.0,$-13249.08,$-13.25,"=stockhistory(B8,A8,,0,0,1)"," "," "," "
2023-08-01,PAA,$14594.88,$-57.04," "," "," ",$1288.76,,"=stockhistory(B9,A9,,0,0,1)"," ",1000.0,$-14.59
2023-08-14,PAA," ",$2.33," "," "," ",$1291.08,,"=stockhistory(B10,A10,,0,0,1)"," "," "," "
2023-09-01,PAA," ",$3.23," "," "," ",$1294.31,,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2023-10-01,PAA," ",$5.39," "," "," ",$1299.71,,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2023-11-01,PAA," ",$5.60," "," "," ",$1305.30,,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2023-12-01,PAA," ",$5.44," "," "," ",$1310.74,,"=stockhistory(B14,A14,,0,0,1)"," "," "," "
2024-01-01,PAA," ",$5.64," "," "," ",$1316.38,,"=stockhistory(B15,A15,,0,0,1)"," "," "," "
2024-02-01,PAA," ",$5.67," "," "," ",$1322.05,,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
2024-03-01,PAA," ",$5.32," "," "," ",$1327.38,,"=stockhistory(B17,A17,,0,0,1)"," "," "," "
2024-04-01,PAA," ",$5.72," "," "," ",$1333.09,,"=stockhistory(B18,A18,,0,0,1)"," "," "," "
2024-05-01,PAA," ",$5.55," "," "," ",$1338.65,,"=stockhistory(B19,A19,,0,0,1)"," "," "," "
2024-06-01,PAA," ",$5.76," "," "," ",$1344.41,,"=stockhistory(B20,A20,,0,0,1)"," "," "," "
2024-07-01,PAA," ",$5.60," "," "," ",$1350.01,,"=stockhistory(B21,A21,,0,0,1)"," "," "," "
2024-08-01,PAA," ",$5.81," "," "," ",$1355.82,,"=stockhistory(B22,A22,,0,0,1)"," "," "," "
2024-09-01,PAA," ",$5.84," "," "," ",$1361.66,,"=stockhistory(B23,A23,,0,0,1)"," "," "," "
2024-10-01,PAA," ",$5.67," "," "," ",$1367.33,,"=stockhistory(B24,A24,,0,0,1)"," "," "," "
2024-11-01,PAA," ",$5.89," "," "," ",$1373.22,,"=stockhistory(B25,A25,,0,0,1)"," "," "," "
2024-12-01,PAA," ",$5.72," "," "," ",$1378.94,,"=stockhistory(B26,A26,,0,0,1)"," "," "," "
2025-01-01,PAA," ",$5.94," "," "," ",$1384.88,,"=stockhistory(B27,A27,,0,0,1)"," "," "," "
2025-02-01,PAA," ",$5.96," "," "," ",$1390.84,,"=stockhistory(B28,A28,,0,0,1)"," "," "," "
2025-03-01,PAA," ",$5.41," "," "," ",$1396.25,,"=stockhistory(B29,A29,,0,0,1)"," "," "," "
2025-04-01,PAA," ",$6.01," "," "," ",$1402.26,,"=stockhistory(B30,A30,,0,0,1)"," "," "," "
2025-04-08,PAA," ",$1.36," "," "," ",$1403.63,,"=stockhistory(B31,A31,,0,0,1)"," "," "," "
2025-05-01,PAA," ",$4.48," "," "," ",$1408.11,,"=stockhistory(B32,A32,,0,0,1)"," "," "," "
2025-06-01,PAA," ",$6.06," "," "," ",$1414.17,,"=stockhistory(B33,A33,,0,0,1)"," "," "," "
2025-07-01,PAA," ",$5.89," "," "," ",$1420.07,,"=stockhistory(B34,A34,,0,0,1)"," "," "," "
2025-08-01,PAA," ",$6.11," "," "," ",$1426.18,,"=stockhistory(B35,A35,,0,0,1)"," "," "," "
2025-09-01,PAA," ",$6.14," "," "," ",$1432.32,,"=stockhistory(B36,A36,,0,0,1)"," "," "," "
2025-10-01,PAA," ",$5.97," "," "," ",$1438.29,,"=stockhistory(B37,A37,,0,0,1)"," "," "," "
2025-11-01,PAA," ",$6.19," "," "," ",$1444.48,,"=stockhistory(B38,A38,,0,0,1)"," "," "," "
2025-12-01,PAA," ",$6.02," "," "," ",$1450.50,,"=stockhistory(B39,A39,,0,0,1)"," "," "," "
2026-01-01,PAA," ",$6.25," "," "," ",$1456.75,,"=stockhistory(B40,A40,,0,0,1)"," "," "," "
2026-02-01,PAA," ",$6.27," "," "," ",$1463.02,,"=stockhistory(B41,A41,,0,0,1)"," "," "," "
2026-03-01,PAA," ",$5.69," "," "," ",$1468.71,,"=stockhistory(B42,A42,,0,0,1)"," "," "," "
2026-04-01,PAA," ",$6.32," "," "," ",$1475.03,,"=stockhistory(B43,A43,,0,0,1)"," "," "," "
2026-04-08,PAA," ",$1.43," "," "," ",$1476.46,,"=stockhistory(B44,A44,,0,0,1)"," "," "," "
Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
-,-,-,-,-,-,-,-,-,-
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
2023-05-01,PAA,760.0,760.0,$-9944.88,$-9944.88,$-24.75,$-24.75," "," "," "," ",$-13.09,"=stockhistory(B45,A45,,0,0,1)"," "," "," "
2023-06-01,PAA," ",760.0,$-42.86,$-9987.75,$-42.86,$-67.62," "," "," "," ",$-13.14,"=stockhistory(B46,A46,,0,0,1)"," "," "," "
2023-07-01,PAA,240.0,1000.0,$-3261.33,$-13249.08,$-50.13,$-117.75," "," "," "," ",$-13.25,"=stockhistory(B47,A47,,0,0,1)"," "," "," "
