Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2023-04-06,UTG,$-961.58," "," "," ",33.0,$-961.58,$-29.14,"=stockhistory(B2,A2,,0,0,1)",33.0," ",$-29.14
2023-04-28,UTG," ",$-2.94,$6.27," ",33.0,$-958.25,$-29.04,"=stockhistory(B3,A3,,0,0,1)"," "," "," "
2023-05-01,UTG," ",$-0.40," "," ",33.0,$-958.65,$-29.05,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2023-05-02,UTG,$-5776.00,$-0.13," "," ",233.0,$-6734.78,$-28.90,"=stockhistory(B5,A5,,0,0,1)",200.0," ",$-28.88
2023-05-31,UTG," ",$-27.13,$44.27," ",233.0,$-6717.64,$-28.83,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2023-06-01,UTG," ",$-0.93," "," ",233.0,$-6718.57,$-28.84,"=stockhistory(B7,A7,,0,0,1)"," "," "," "
2023-06-30,UTG," ",$-27.06,$44.27," ",233.0,$-6701.36,$-28.76,"=stockhistory(B8,A8,,0,0,1)"," "," "," "
2023-07-01,UTG," ",$-0.93," "," ",233.0,$-6702.29,$-28.77,"=stockhistory(B9,A9,,0,0,1)"," "," "," "
2023-07-19,UTG,$-1847.19,$-16.76," "," ",300.0,$-8566.24,$-28.55,"=stockhistory(B10,A10,,0,0,1)",67.0," ",$-27.57
2023-07-31,UTG," ",$-14.28,$57.00," ",300.0,$-8523.51,$-28.41,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2023-08-01,UTG," ",$-1.18," "," ",300.0,$-8524.70,$-28.42,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2023-08-31,UTG," ",$-35.52,$57.00," ",300.0,$-8503.22,$-28.34,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2023-09-01,UTG," ",$-1.18," "," ",300.0,$-8504.40,$-28.35,"=stockhistory(B14,A14,,0,0,1)"," "," "," "
2023-09-06,UTG,$-1296.50,$-5.91," "," ",350.0,$-9806.80,$-28.02,"=stockhistory(B15,A15,,0,0,1)",50.0," ",$-25.93
2023-09-29,UTG," ",$-31.33,$66.50," ",350.0,$-9771.63,$-27.92,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
