Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2025-04-02,XIFR," "," "," "," ",2000.0," "," ","=stockhistory(B2,A2,,0,0,1)",2000.0," "," "
2025-04-03,XIFR," "," "," ",$1486.37,2000.0,$1486.37,$0.74,"=stockhistory(B3,A3,,0,0,1)"," "," "," "
2025-04-08,XIFR," ",$1.03," "," ",2000.0,$1487.40,$0.74,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2025-05-01,XIFR," ",$4.75," "," ",2000.0,$1492.15,$0.75,"=stockhistory(B5,A5,,0,0,1)"," "," "," "
2025-06-01,XIFR," ",$6.42," "," ",2000.0,$1498.58,$0.75,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2025-07-01,XIFR," ",$6.24," "," ",2000.0,$1504.82,$0.75,"=stockhistory(B7,A7,,0,0,1)"," "," "," "
2025-08-01,XIFR," ",$6.48," "," ",2000.0,$1511.30,$0.76,"=stockhistory(B8,A8,,0,0,1)"," "," "," "
2025-09-01,XIFR," ",$6.51," "," ",2000.0,$1517.81,$0.76,"=stockhistory(B9,A9,,0,0,1)"," "," "," "
2025-10-01,XIFR," ",$6.32," "," ",2000.0,$1524.13,$0.76,"=stockhistory(B10,A10,,0,0,1)"," "," "," "
2025-11-01,XIFR," ",$6.56," "," ",2000.0,$1530.69,$0.77,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2025-12-01,XIFR," ",$6.38," "," ",2000.0,$1537.07,$0.77,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2026-01-01,XIFR," ",$6.62," "," ",2000.0,$1543.69,$0.77,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2026-01-16,XIFR,$25000.00,$3.22," "," "," ",$26546.91,,"=stockhistory(B14,A14,,0,0,1)"," ",2000.0,$-12.50
2026-02-01,XIFR," ",$58.99," "," "," ",$26605.90,,"=stockhistory(B15,A15,,0,0,1)"," "," "," "
2026-03-01,XIFR," ",$103.47," "," "," ",$26709.37,,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
2026-04-01,XIFR," ",$115.00," "," "," ",$26824.37,,"=stockhistory(B17,A17,,0,0,1)"," "," "," "
2026-04-08,XIFR," ",$26.08," "," "," ",$26850.45,,"=stockhistory(B18,A18,,0,0,1)"," "," "," "
Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
-,-,-,-,-,-,-,-,-,-
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
2025-05-01,XIFR,2000.0,2000.0,$1492.15,$1492.15,$5.78,$5.78," "," ",$1486.37,$1486.37,$0.75,"=stockhistory(B19,A19,,0,0,1)"," "," "," "
2025-06-01,XIFR," ",2000.0,$6.42,$1498.58,$6.42,$12.21," "," "," ",$1486.37,$0.75,"=stockhistory(B20,A20,,0,0,1)"," "," "," "
2025-07-01,XIFR," ",2000.0,$6.24,$1504.82,$6.24,$18.45," "," "," ",$1486.37,$0.75,"=stockhistory(B21,A21,,0,0,1)"," "," "," "
2025-08-01,XIFR," ",2000.0,$6.48,$1511.30,$6.48,$24.93," "," "," ",$1486.37,$0.76,"=stockhistory(B22,A22,,0,0,1)"," "," "," "
2025-09-01,XIFR," ",2000.0,$6.51,$1517.81,$6.51,$31.44," "," "," ",$1486.37,$0.76,"=stockhistory(B23,A23,,0,0,1)"," "," "," "
2025-10-01,XIFR," ",2000.0,$6.32,$1524.13,$6.32,$37.76," "," "," ",$1486.37,$0.76,"=stockhistory(B24,A24,,0,0,1)"," "," "," "
2025-11-01,XIFR," ",2000.0,$6.56,$1530.69,$6.56,$44.32," "," "," ",$1486.37,$0.77,"=stockhistory(B25,A25,,0,0,1)"," "," "," "
2025-12-01,XIFR," ",2000.0,$6.38,$1537.07,$6.38,$50.70," "," "," ",$1486.37,$0.77,"=stockhistory(B26,A26,,0,0,1)"," "," "," "
2026-01-01,XIFR," ",2000.0,$6.62,$1543.69,$6.62,$57.32," "," "," ",$1486.37,$0.77,"=stockhistory(B27,A27,,0,0,1)"," "," "," "
2026-02-01,XIFR,-2000.0," ",$25062.21,$26605.90,$62.21,$119.53," "," "," ",$1486.37,,"=stockhistory(B28,A28,,0,0,1)"," "," "," "
2026-03-01,XIFR," "," ",$103.47,$26709.37,$103.47,$223.00," "," "," ",$1486.37,,"=stockhistory(B29,A29,,0,0,1)"," "," "," "
2026-04-01,XIFR," "," ",$115.00,$26824.37,$115.00,$338.00," "," "," ",$1486.37,,"=stockhistory(B30,A30,,0,0,1)"," "," "," "
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
