Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2025-04-04,JEPQ,$-4790.00," "," "," ",100.0,$-4790.00,$-47.90,"=stockhistory(B2,A2,,0,0,1)",100.0," ",$-47.90
2025-04-10,JEPQ," ",$-3.99," "," ",100.0,$-4793.99,$-47.94,"=stockhistory(B3,A3,,0,0,1)"," "," "," "
2025-05-01,JEPQ," ",$-13.98," "," ",100.0,$-4807.97,$-48.08,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2025-06-01,JEPQ," ",$-20.70," "," ",100.0,$-4828.68,$-48.29,"=stockhistory(B5,A5,,0,0,1)"," "," "," "
2025-07-01,JEPQ," ",$-20.12," "," ",100.0,$-4848.79,$-48.49,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2025-08-01,JEPQ," ",$-20.88," "," ",100.0,$-4869.67,$-48.70,"=stockhistory(B7,A7,,0,0,1)"," "," "," "
2025-09-01,JEPQ," ",$-20.97," "," ",100.0,$-4890.64,$-48.91,"=stockhistory(B8,A8,,0,0,1)"," "," "," "
2025-10-01,JEPQ," ",$-20.38," "," ",100.0,$-4911.02,$-49.11,"=stockhistory(B9,A9,,0,0,1)"," "," "," "
2025-11-01,JEPQ," ",$-21.14," "," ",100.0,$-4932.16,$-49.32,"=stockhistory(B10,A10,,0,0,1)"," "," "," "
2025-12-01,JEPQ," ",$-20.55," "," ",100.0,$-4952.71,$-49.53,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2026-01-01,JEPQ," ",$-21.32," "," ",100.0,$-4974.04,$-49.74,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2026-02-01,JEPQ," ",$-21.42," "," ",100.0,$-4995.45,$-49.95,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2026-03-01,JEPQ," ",$-19.43," "," ",100.0,$-5014.88,$-50.15,"=stockhistory(B14,A14,,0,0,1)"," "," "," "
2026-04-01,JEPQ," ",$-21.59," "," ",100.0,$-5036.47,$-50.36,"=stockhistory(B15,A15,,0,0,1)"," "," "," "
2026-04-10,JEPQ," ",$-6.30," "," ",100.0,$-5042.77,$-50.43,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
-,-,-,-,-,-,-,-,-,-
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
2025-05-01,JEPQ,100.0,100.0,$-4807.97,$-4807.97,$-17.97,$-17.97," "," "," "," ",$-48.08,"=stockhistory(B17,A17,,0,0,1)"," "," "," "
2025-06-01,JEPQ," ",100.0,$-20.70,$-4828.68,$-20.70,$-38.68," "," "," "," ",$-48.29,"=stockhistory(B18,A18,,0,0,1)"," "," "," "
2025-07-01,JEPQ," ",100.0,$-20.12,$-4848.79,$-20.12,$-58.79," "," "," "," ",$-48.49,"=stockhistory(B19,A19,,0,0,1)"," "," "," "
2025-08-01,JEPQ," ",100.0,$-20.88,$-4869.67,$-20.88,$-79.67," "," "," "," ",$-48.70,"=stockhistory(B20,A20,,0,0,1)"," "," "," "
2025-09-01,JEPQ," ",100.0,$-20.97,$-4890.64,$-20.97,$-100.64," "," "," "," ",$-48.91,"=stockhistory(B21,A21,,0,0,1)"," "," "," "
2025-10-01,JEPQ," ",100.0,$-20.38,$-4911.02,$-20.38,$-121.02," "," "," "," ",$-49.11,"=stockhistory(B22,A22,,0,0,1)"," "," "," "
2025-11-01,JEPQ," ",100.0,$-21.14,$-4932.16,$-21.14,$-142.16," "," "," "," ",$-49.32,"=stockhistory(B23,A23,,0,0,1)"," "," "," "
2025-12-01,JEPQ," ",100.0,$-20.55,$-4952.71,$-20.55,$-162.71," "," "," "," ",$-49.53,"=stockhistory(B24,A24,,0,0,1)"," "," "," "
2026-01-01,JEPQ," ",100.0,$-21.32,$-4974.04,$-21.32,$-184.04," "," "," "," ",$-49.74,"=stockhistory(B25,A25,,0,0,1)"," "," "," "
2026-02-01,JEPQ," ",100.0,$-21.42,$-4995.45,$-21.42,$-205.45," "," "," "," ",$-49.95,"=stockhistory(B26,A26,,0,0,1)"," "," "," "
2026-03-01,JEPQ," ",100.0,$-19.43,$-5014.88,$-19.43,$-224.88," "," "," "," ",$-50.15,"=stockhistory(B27,A27,,0,0,1)"," "," "," "
2026-04-01,JEPQ," ",100.0,$-21.59,$-5036.47,$-21.59,$-246.47," "," "," "," ",$-50.36,"=stockhistory(B28,A28,,0,0,1)"," "," "," "
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
