Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2025-03-07,JEPQ,$-10752.00," "," ",$150.64,200.0,$-10601.36,$-53.01,"=stockhistory(B2,A2,,0,0,1)",200.0," ",$-53.76
2025-03-17,JEPQ,$-10609.00,$-35.56," ",$107.64,400.0,$-21138.28,$-52.85,"=stockhistory(B3,A3,,0,0,1)",200.0," ",$-53.05
2025-03-24,JEPQ," ",$-49.63," "," ",400.0,$-21187.91,$-52.97,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2025-04-01,JEPQ," ",$-56.85," "," ",400.0,$-21244.76,$-53.11,"=stockhistory(B5,A5,,0,0,1)"," "," "," "
2025-04-03,JEPQ," ",$-14.25,$216.28," ",400.0,$-21042.74,$-52.61,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2025-04-08,JEPQ," ",$-35.29," "," ",400.0,$-21078.03,$-52.70,"=stockhistory(B7,A7,,0,0,1)"," "," "," "
2025-04-17,JEPQ,$10800.00,$-63.63," "," ",200.0,$-10341.66,$-51.71,"=stockhistory(B8,A8,,0,0,1)"," ",200.0,$-54.00
2025-05-01,JEPQ," ",$-48.56," "," ",200.0,$-10390.22,$-51.95,"=stockhistory(B9,A9,,0,0,1)"," "," "," "
2025-06-01,JEPQ," ",$-108.04," "," ",200.0,$-10498.25,$-52.49,"=stockhistory(B10,A10,,0,0,1)"," "," "," "
2025-07-01,JEPQ," ",$-105.64," "," ",200.0,$-10603.89,$-53.02,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2025-08-01,JEPQ," ",$-110.26," "," ",200.0,$-10714.15,$-53.57,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2025-09-01,JEPQ," ",$-111.40," "," ",200.0,$-10825.56,$-54.13,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2025-10-01,JEPQ," ",$-108.93," "," ",200.0,$-10934.49,$-54.67,"=stockhistory(B14,A14,,0,0,1)"," "," "," "
2025-11-01,JEPQ," ",$-113.70," "," ",200.0,$-11048.18,$-55.24,"=stockhistory(B15,A15,,0,0,1)"," "," "," "
2025-12-01,JEPQ," ",$-111.17," "," ",200.0,$-11159.36,$-55.80,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
2026-01-01,JEPQ," ",$-116.03," "," ",200.0,$-11275.39,$-56.38,"=stockhistory(B17,A17,,0,0,1)"," "," "," "
2026-02-01,JEPQ," ",$-117.24," "," ",200.0,$-11392.63,$-56.96,"=stockhistory(B18,A18,,0,0,1)"," "," "," "
2026-03-01,JEPQ," ",$-107.00," "," ",200.0,$-11499.63,$-57.50,"=stockhistory(B19,A19,,0,0,1)"," "," "," "
2026-04-01,JEPQ," ",$-119.57," "," ",200.0,$-11619.20,$-58.10,"=stockhistory(B20,A20,,0,0,1)"," "," "," "
2026-04-08,JEPQ," ",$-27.28," "," ",200.0,$-11646.48,$-58.23,"=stockhistory(B21,A21,,0,0,1)"," "," "," "
Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
-,-,-,-,-,-,-,-,-,-
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
2025-04-01,JEPQ,400.0,400.0,$-21244.76,$-21244.76,$-142.04,$-142.04," "," ",$258.28,$258.28,$-53.11,"=stockhistory(B22,A22,,0,0,1)"," "," "," "
2025-05-01,JEPQ,-200.0,200.0,$10854.55,$-10390.22,$-161.73,$-303.78,$216.28,$216.28," ",$258.28,$-51.95,"=stockhistory(B23,A23,,0,0,1)"," "," "," "
2025-06-01,JEPQ," ",200.0,$-108.04,$-10498.25,$-108.04,$-411.81," ",$216.28," ",$258.28,$-52.49,"=stockhistory(B24,A24,,0,0,1)"," "," "," "
2025-07-01,JEPQ," ",200.0,$-105.64,$-10603.89,$-105.64,$-517.45," ",$216.28," ",$258.28,$-53.02,"=stockhistory(B25,A25,,0,0,1)"," "," "," "
2025-08-01,JEPQ," ",200.0,$-110.26,$-10714.15,$-110.26,$-627.71," ",$216.28," ",$258.28,$-53.57,"=stockhistory(B26,A26,,0,0,1)"," "," "," "
2025-09-01,JEPQ," ",200.0,$-111.40,$-10825.56,$-111.40,$-739.12," ",$216.28," ",$258.28,$-54.13,"=stockhistory(B27,A27,,0,0,1)"," "," "," "
2025-10-01,JEPQ," ",200.0,$-108.93,$-10934.49,$-108.93,$-848.05," ",$216.28," ",$258.28,$-54.67,"=stockhistory(B28,A28,,0,0,1)"," "," "," "
2025-11-01,JEPQ," ",200.0,$-113.70,$-11048.18,$-113.70,$-961.74," ",$216.28," ",$258.28,$-55.24,"=stockhistory(B29,A29,,0,0,1)"," "," "," "
2025-12-01,JEPQ," ",200.0,$-111.17,$-11159.36,$-111.17,$-1072.92," ",$216.28," ",$258.28,$-55.80,"=stockhistory(B30,A30,,0,0,1)"," "," "," "
2026-01-01,JEPQ," ",200.0,$-116.03,$-11275.39,$-116.03,$-1188.95," ",$216.28," ",$258.28,$-56.38,"=stockhistory(B31,A31,,0,0,1)"," "," "," "
2026-02-01,JEPQ," ",200.0,$-117.24,$-11392.63,$-117.24,$-1306.19," ",$216.28," ",$258.28,$-56.96,"=stockhistory(B32,A32,,0,0,1)"," "," "," "
2026-03-01,JEPQ," ",200.0,$-107.00,$-11499.63,$-107.00,$-1413.19," ",$216.28," ",$258.28,$-57.50,"=stockhistory(B33,A33,,0,0,1)"," "," "," "
2026-04-01,JEPQ," ",200.0,$-119.57,$-11619.20,$-119.57,$-1532.76," ",$216.28," ",$258.28,$-58.10,"=stockhistory(B34,A34,,0,0,1)"," "," "," "
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
