Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
2023-11-06,NLOP," "," "," "," "," "," ",,"=stockhistory(B2,A2,,0,0,1)"," "," "," "
2023-12-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B3,A3,,0,0,1)"," "," "," "
2024-01-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B4,A4,,0,0,1)"," "," "," "
2024-02-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B5,A5,,0,0,1)"," "," "," "
2024-03-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B6,A6,,0,0,1)"," "," "," "
2024-04-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B7,A7,,0,0,1)"," "," "," "
2024-05-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B8,A8,,0,0,1)"," "," "," "
2024-06-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B9,A9,,0,0,1)"," "," "," "
2024-07-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B10,A10,,0,0,1)"," "," "," "
2024-08-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B11,A11,,0,0,1)"," "," "," "
2024-09-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B12,A12,,0,0,1)"," "," "," "
2024-10-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B13,A13,,0,0,1)"," "," "," "
2024-11-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B14,A14,,0,0,1)"," "," "," "
2024-12-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B15,A15,,0,0,1)"," "," "," "
2025-01-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B16,A16,,0,0,1)"," "," "," "
2025-02-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B17,A17,,0,0,1)"," "," "," "
2025-03-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B18,A18,,0,0,1)"," "," "," "
2025-04-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B19,A19,,0,0,1)"," "," "," "
2025-04-08,NLOP," "," "," "," "," "," ",,"=stockhistory(B20,A20,,0,0,1)"," "," "," "
2025-05-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B21,A21,,0,0,1)"," "," "," "
2025-06-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B22,A22,,0,0,1)"," "," "," "
2025-07-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B23,A23,,0,0,1)"," "," "," "
2025-08-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B24,A24,,0,0,1)"," "," "," "
2025-09-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B25,A25,,0,0,1)"," "," "," "
2025-10-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B26,A26,,0,0,1)"," "," "," "
2025-11-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B27,A27,,0,0,1)"," "," "," "
2025-12-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B28,A28,,0,0,1)"," "," "," "
2026-01-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B29,A29,,0,0,1)"," "," "," "
2026-02-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B30,A30,,0,0,1)"," "," "," "
2026-03-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B31,A31,,0,0,1)"," "," "," "
2026-04-01,NLOP," "," "," "," "," "," ",,"=stockhistory(B32,A32,,0,0,1)"," "," "," "
2026-04-08,NLOP," "," "," "," "," "," ",,"=stockhistory(B33,A33,,0,0,1)"," "," "," "
Date,Symbol,amountNet,interestPaid,dividendRecd,premiumNet,currentShares,basisShares,basisPerShare,marketPrice,sharesBought,sharesSold,txPrice
-,-,-,-,-,-,-,-,-,-
Date,Symbol,deltaShares,netShares,deltaBasis,netBasis,deltaInterest,netInterest,deltaDividend,netDividend,deltaPremium,netPremium
2023-12-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B34,A34,,0,0,1)"," "," "," "
2024-01-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B35,A35,,0,0,1)"," "," "," "
2024-02-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B36,A36,,0,0,1)"," "," "," "
2024-03-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B37,A37,,0,0,1)"," "," "," "
2024-04-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B38,A38,,0,0,1)"," "," "," "
2024-05-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B39,A39,,0,0,1)"," "," "," "
2024-06-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B40,A40,,0,0,1)"," "," "," "
2024-07-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B41,A41,,0,0,1)"," "," "," "
2024-08-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B42,A42,,0,0,1)"," "," "," "
2024-09-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B43,A43,,0,0,1)"," "," "," "
2024-10-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B44,A44,,0,0,1)"," "," "," "
2024-11-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B45,A45,,0,0,1)"," "," "," "
2024-12-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B46,A46,,0,0,1)"," "," "," "
2025-01-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B47,A47,,0,0,1)"," "," "," "
2025-02-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B48,A48,,0,0,1)"," "," "," "
2025-03-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B49,A49,,0,0,1)"," "," "," "
2025-04-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B50,A50,,0,0,1)"," "," "," "
2025-05-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B51,A51,,0,0,1)"," "," "," "
2025-06-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B52,A52,,0,0,1)"," "," "," "
2025-07-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B53,A53,,0,0,1)"," "," "," "
2025-08-01,NLOP," "," "," "," "," "," "," "," "," "," ",,"=stockhistory(B54,A54,,0,0,1)"," "," "," "
